utt,y
tell me the address of the [value_pricerange] -ly priced [value_count] .,1
"no thank you , goodbye",2
i am looking for a restaurant that is in the [value_pricerange] price range and in the [value_area] part of town .,3
any type of food will be fine as long as it is [value_pricerange] -ly priced and in the [value_area] part of town .,3
"great , can i please have their address and postcode ?",1
thank you goodbye .,2
i am looking for an [value_pricerange] restaurant that serves russian food .,3
i do not care .,3
thank you goodbye .,2
"hi , i am looking for a [value_pricerange] -ly priced restaurant on the [value_area] side of town .",3
yes . phone number please,1
"i am not sure where on the [value_area] side i am going to be . could you suggest an alternate restaurant and give me their information , too ?",1
i want to find a restaurant in the [value_area] part of town and serves persian food .,3
i would like a [value_food] restaurant then .,3
yes please . like to hear least to most [value_pricerange] first .,3
"thank you , goodbye",2
how about any [value_food] restaurant -s ?,3
phone number please,1
"no . thank you , goodbye .",2
i am looking for a [value_pricerange] restaurant in the [value_area] part of town .,3
i do not care what type of food it is .,1
"hello , i am looking for an [value_pricerange] restaurant that serves irish food .",3
"yes , i would like an [value_pricerange] restaurant that serves [value_food] food . can i have the phone number please ?",1
"perfect ! thanks , goodbye !",2
how about [value_food] food ?,4
thank you !,2
i am looking for a [value_pricerange] -ly priced polish food restaurant .,3
thank you,2
"hi . this might be a long shot , but can you help me find a restaurant that serves swedish food ? i do not care about price .",3
"no thank you . i just need the address and postcode , please .",2
"no , thank you , goodbye .",2
hi can you help me find a restauant in the [value_area] side of the city ?,3
i dont care the type of cuisine but can you find me something in the [value_area] ?,3
"ok , and the phone number and address ?",1
i am looking for a cuban restaurant in the [value_area] part of town .,3
i need an [value_area] restaurant . i want to try some canapes food .,3
then could you recommend a [value_food] restaurant ?,3
"address , phone number , and postcode , please",1
goodbye .,2
how about [value_food] food ?,4
i do not care .,3
"can i get the address and phone number , please ?",1
"thank you , goodbye",2
i want a [value_pricerange] restaurant in the [value_area] part of town . what is the address and phone number ?,1
"no , that s fine . thank you !",2
thank you goodbye .,2
i would like a [value_pricerange] -ly priced restaurant that serves [value_food] food,3
what is the address and phone number ?,1
thank you . goodbye !,2
i am looking for an [value_food] restaurant in the [value_area] area of town .,3
i do not care . what have you found ?,1
"yes , please . phone number and address",1
thank you . bye .,2
i want a [value_pricerange] -ly priced restaurant please .,3
any kind of food will be fine as long as it is [value_pricerange] -ly priced and in the [value_area] part of town .,3
that sounds good . what is their phone number ?,1
thank you goodbye .,2
i do not care .,3
"thanks , bye bye",2
excellent . what is their address and phone number ?,1
"thank you , goodbye !",2
hi . can you tell me if any restaurant -s in the area serve halal food ?,3
how about [value_food] food ?,4
"yes , phone number and address please .",1
"no thank you , that is all i needed to know . have a good day .",2
goodbye,2
i would like a jamaican restaurant please .,3
alright then . how about [value_food] ?,4
may i have the phone number and address for the [value_area] location ?,1
"thank you , goodbye .",2
are there any [value_food] restaurant -s in the city ?,3
"thank you , goodbye .",2
i would like a restaurant in the [value_area] part of town that serves [value_food] food,3
is there any restaurant in the [value_area] that serves [value_food] food ?,3
can i have the phone number please,1
i am looking for a malaysian restaurant in the [value_area] part of town .,3
how about [value_food] food ?,4
"that s it . thank you , goodbye",2
i am looking for a restaurant that is [value_pricerange] -ly priced and in the [value_area] part of town .,3
"no i am not interested in the [restaurant_name] , is there anything else ?",0
great ! can i have the phone number and postcode please ?,1
bye,2
i am looking for a restaurant in the [value_pricerange] price range and in the [value_area] part of town .,3
i want the [value_food] [value_count] . what s the address and phone number ?,1
i am looking for a restaurant in the [value_area] part of town that is in the [value_pricerange] price range .,3
can i have something else ?,0
what is the address ?,1
i want to find a [value_pricerange] -ly priced restaurant in the [value_area] part of town . what is the phone number ?,1
what is the phone number of that [value_count] please ?,1
what is the phone number ?,1
that is all . thank you .,2
i would like a restaurant that serves swiss food,3
i would like to try [value_food] food,3
what is the address ?,1
ok thank you . goodbye .,2
how about [value_food] ?,4
i do not care,3
"nah , whatever you can find is cool .",1
what is the address of [restaurant_name] ? phone number and post code ?,1
"that is all . thank you , goodbye .",2
can you tell me if there is a [value_pricerange] -ly priced restaurant serving [value_food] food any where in town ?,1
"what is the address , phone number , and area ?",1
"no that is it , thank you",2
i would like a restaurant in the [value_area] part of town that serves australasian food,3
how about [value_food] food ?,4
"yes , i would like their address and phone number .",1
thank you goodbye .,2
i am looking for a restaurant in the [value_area] part of town that is in the [value_pricerange] price range .,3
i do not care .,3
"yes , also i will need their address .",1
"yes , please give me their number .",1
i want a restaurant with corsica food please .,3
[value_area] side of town .,3
how about [value_food] food instead and could i have the phone number if you find a restaurant,1
"thank you , goodbye .",2
"hi , i want a [value_pricerange] -ly priced restaurant .",3
located in the [value_area] side,3
"yes please , could i have the address , phone number , and postcode of the venue ?",1
thank you .,2
"that s it , thanks . goodbye .",2
can i get a [value_food] restaurant in the town [value_area] ?,3
"thank you , goodbye .",2
i want a [value_pricerange] -ly priced restaurant in the [value_area] part of town . what is the address ?,1
"thank you , goodbye .",2
i want a restaurant on the [value_area] end of town .,3
i do not care .,3
a [value_pricerange] -ly priced restaurant would be good .,3
can i please have their address and phone number ?,1
