utt,y
i would like a value_pricerange restaurant .,3
i do not care .,3
"actually , i would like 1 in value_area part of town . is restaurant_name in the value_area ?",3
"i have no preference , please make a suggestion .",3
i would like an value_food restaurant .,3
what is the address and phone number ?,1
"hello , i am looking for a restaurant that serves value_food food .",3
i do not care about the price range or area .,3
"ok , how about value_food food ?",4
i want value_pricerange value_food food . i want the address and area of town .,1
what part of town is that in ?,1
i wanted value_food food if possible . i wanted to restaurant_name about value_pricerange value_food food first .,4
i would like an value_pricerange restaurant that serves value_food food,3
how about value_food food ?,4
"yes , i would like the number for restaurant_name .",1
which part of town it is in ?,1
thank you goodbye,2
i am looking for a restaurant serving value_food food .,3
"no , thank you .",2
"can you help me find a restaurant in the value_area that does not cost a lot of money . in fact , i need 1 that s quite inexpensive .",3
yes what is there address,1
thank you goodbye .,2
"i want to find a place that serves value_food food . can you help me ? not too value_pricerange , please .",3
"that sounds good . may i have their address and postcode , please ?",1
"what is the address , phone number , and postcode ?",1
"thank you , this is great .",2
i want to find an value_pricerange restaurant in the value_area part of town . what is the address ?,1
"any type of food is fine , just need to know where it is located .",1
"no , thank you .",2
goodbye .,2
i want to find a value_pricerange restaurant serving value_food food . what is the address and postcode ?,1
"thank you , goodbye .",2
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
is there anything else in the value_pricerange price range on the value_area part of town ?,0
"no , thank you . that s all i need .",2
what is there phone number ?,1
is there anything else i can help you with,3
please recommend me an value_pricerange restaurant that serves value_food food .,3
value_food food ?,4
i do not care where it is .,3
what is the price range ?,1
"what is the address , phone number , and area ?",1
that'll do . thank you . goodbye .,2
thank you . goodbye .,2
i am looking for a value_pricerange restaurant .,3
"no , i would like the address and the post code please .",1
"thank you , goodbye .",2
value_pricerange -ly priced restaurant in the value_area part of town please,3
please give me the address of the value_food restaurant .,1
"thank you , goodbye .",2
i need a value_area restaurant with value_food food .,3
is there a value_food restaurant in the value_area part of town ?,4
"no , any price range is fine . i would just like to know the address and price range of 1 of the restaurant -s .",1
"no , thank you .",2
"that'it . thank you , goodbye",2
hello . i am trying to find an inexpensive restaurant that serves value_food food . can you help me ?,3
how about value_food food ?,4
could i have the phone number please ?,1
"thank you , goodbye .",2
i am looking for an value_pricerange restaurant that serves value_food food .,3
how about a restaurant that serves value_food food ?,4
the area does not matter .,3
yes please . and the address as well .,1
thank you goodbye .,2
i would like a value_pricerange restaurant that serves value_food food,3
what is the address and phone number ?,1
thank you goodbye .,2
"hi , i am looking for a value_food restaurant in the value_area part of town .",3
how about value_food ?,4
"i need the address and phone number , please .",1
"no , thanks . i have everything i need . goodbye .",2
i want a restaurant that serves value_food cuisine .,3
i would like to know 1 of the address and phone number .,1
how about value_food ?,4
i want to find an value_pricerange restaurant serving value_food food . what is the address and phone number ?,1
what is their address and phone number ?,1
i want to find a value_pricerange restaurant in the value_area part of town . what is the phone number ?,1
thank you . goodbye .,2
i am looking for the addresses of each of the value_pricerange -ly priced restaurant -s in the value_area part of town .,1
is there anything else ?,0
could you give me the address for restaurant_name ?,1
no thank you goodbye,2
yes . an value_pricerange value_food restaurant would be good .,4
"great , can you please give me its address and phone number ?",1
what is the postcode ?,1
thank you goodbye .,2
i am looking for an value_pricerange restaurant that serves value_food food .,3
is there anything else ?,0
"may i have the address and postcode for restaurant_name , then ?",1
thank you goodbye .,2
it does not matter . i am particularly interested in value_food food .,3
then how about somewhere serving value_food food ?,4
yes please . give me the address of the best 1 of them .,1
i am looking for value_food food any where in town .,3
i do not care,3
thank you . goodbye .,2
i am looking for a restaurant that serves value_food food in any price range .,3
it does not matter .,3
"no , i do not care",3
is there a restaurant that serves value_food food ? can you give me the address ?,4
i will try that 1 . thank you and goodbye .,2
i am looking for an value_pricerange restaurant in the value_area part of town . i would like the name and phone number .,1
